i,similitud,distancia,texto_origen,texto_destino,texto_origen_n,texto_destino_n
93,parecido,13,"f) En las causas criminales no se podrá obligar al inculpado a que declare bajo juramento sobre hecho propio; tampoco podrán ser obligados a declarar en contra de éste sus ascendientes, descendientes, cónyuge y demás personas que, según los casos y circunstancias, señale la ley;","f) En las causas criminales no se podrá obligar al imputado o acusado a que declare bajo juramento sobre hecho propio; tampoco podrán ser obligados a declarar en contra de éste sus ascendientes, descendientes, cónyuge y demás personas que, según los casos y circunstancias, señale la ley;",279,288
94,completa,0,"g) No podrá imponerse la pena de confiscación de bienes, sin perjuicio del comiso en los casos establecidos por las leyes; pero dicha pena será procedente respecto de las asociaciones ilícitas;","g) No podrá imponerse la pena de confiscación de bienes, sin perjuicio del comiso en los casos establecidos por las leyes; pero dicha pena será procedente respecto de las asociaciones ilícitas;",193,193
95,completa,0,"h) No podrá aplicarse como sanción la pérdida de los derechos previsionales, e","h) No podrá aplicarse como sanción la pérdida de los derechos previsionales, e",78,78
96,completa,0,"i) Una vez dictado sobreseimiento definitivo o sentencia absolutoria, el que hubiere sido sometido a proceso o condenado en cualquier instancia por resolución que la Corte Suprema declare injustificadamente errónea o arbitraria, tendrá derecho a ser indemnizado por el Estado de los perjuicios patrimoniales y morales que haya sufrido. La indemnización será determinada judicialmente en procedimiento breve y sumario y en él la prueba se apreciará en conciencia;","i) Una vez dictado sobreseimiento definitivo o sentencia absolutoria, el que hubiere sido sometido a proceso o condenado en cualquier instancia por resolución que la Corte Suprema declare injustificadamente errónea o arbitraria, tendrá derecho a ser indemnizado por el Estado de los perjuicios patrimoniales y morales que haya sufrido. La indemnización será determinada judicialmente en procedimiento breve y sumario y en él la prueba se apreciará en conciencia;",462,462
97,completa,0,8º.- El derecho a vivir en un medio ambiente libre de contaminación. Es deber del Estado velar para que este derecho no sea afectado y tutelar la preservación de la naturaleza.,8º.- El derecho a vivir en un medio ambiente libre de contaminación. Es deber del Estado velar para que este derecho no sea afectado y tutelar la preservación de la naturaleza.,176,176
98,completa,0,La ley podrá establecer restricciones específicas al ejercicio de determinados derechos o libertades para proteger el medio ambiente;,La ley podrá establecer restricciones específicas al ejercicio de determinados derechos o libertades para proteger el medio ambiente;,133,133
99,completa,0,9º.- El derecho a la protección de la salud.,9º.- El derecho a la protección de la salud.,44,44
100,no_hay_parecido,97,"El Estado protege el libre e igualitario acceso a las acciones de promoción, protección y recuperación de la salud y de rehabilitación del individuo. Le corresponderá, asimismo, la coordinación y control de las acciones relacionadas con la salud.","El Estado protege el libre e igualitario acceso a las acciones de promoción, protección y recuperación de la salud y de rehabilitación del individuo.",246,149
101,completa,0,"Es deber preferente del Estado garantizar la ejecución de las acciones de salud, sea que se presten a través de instituciones públicas o privadas, en la forma y condiciones que determine la ley, la que podrá establecer cotizaciones obligatorias.","Es deber preferente del Estado garantizar la ejecución de las acciones de salud, sea que se presten a través de instituciones públicas o privadas, en la forma y condiciones que determine la ley, la que podrá establecer cotizaciones obligatorias.",245,245
102,completa,0,"Cada persona tendrá el derecho a elegir el sistema de salud al que desee acogerse, sea éste estatal o privado;","Cada persona tendrá el derecho a elegir el sistema de salud al que desee acogerse, sea éste estatal o privado;",110,110
103,completa,0,10º.- El derecho a la educación.,10º.- El derecho a la educación.,32,32
104,completa,0,La educación tiene por objeto el pleno desarrollo de la persona en las distintas etapas de su vida.,La educación tiene por objeto el pleno desarrollo de la persona en las distintas etapas de su vida.,99,99
105,completa,0,Los padres tienen el derecho preferente y el deber de educar a sus hijos. Corresponderá al Estado otorgar especial protección al ejercicio de este derecho.,Los padres tienen el derecho preferente y el deber de educar a sus hijos. Corresponderá al Estado otorgar especial protección al ejercicio de este derecho.,155,155
106,no_hay_parecido,110,"La educación básica es obligatoria, debiendo el Estado financiar un sistema gratuito con tal objeto, destinado a asegurar el acceso a ella de toda la población.",La acusación se tramitará en conformidad a la ley orgánica constitucional relativa al Congreso.,160,95
107,completa,0,"Corresponderá al Estado, asimismo, fomentar el desarrollo de la educación en todos sus niveles; estimular la investigación científica y tecnológica, la creación artística y la protección e incremento del patrimonio cultural de la Nación.","Corresponderá al Estado, asimismo, fomentar el desarrollo de la educación en todos sus niveles; estimular la investigación científica y tecnológica, la creación artística y la protección e incremento del patrimonio cultural de la Nación.",237,237
108,casi_completa,1,Es deber de la comunidad contribuir al desarrollo y perfeccionamiento de la educación.,Es deber de la comunidad contribuir al desarrollo y perfeccionamiento de la educación;,86,86
109,completa,0,"11º.- La libertad de enseñanza incluye el derecho de abrir, organizar y mantener establecimientos educacionales.","11º.- La libertad de enseñanza incluye el derecho de abrir, organizar y mantener establecimientos educacionales.",112,112
110,completa,0,"La libertad de enseñanza no tiene otras limitaciones que las impuestas por la moral, las buenas costumbres, el orden público y la seguridad nacional.","La libertad de enseñanza no tiene otras limitaciones que las impuestas por la moral, las buenas costumbres, el orden público y la seguridad nacional.",149,149
111,completa,0,La enseñanza reconocida oficialmente no podrá orientarse a propagar tendencia político partidista alguna.,La enseñanza reconocida oficialmente no podrá orientarse a propagar tendencia político partidista alguna.,105,105
112,completa,0,Los padres tienen el derecho de escoger el establecimiento de enseñanza para sus hijos.,Los padres tienen el derecho de escoger el establecimiento de enseñanza para sus hijos.,87,87
113,completa,0,"Una ley orgánica constitucional establecerá los requisitos mínimos que deberán exigirse en cada uno de los niveles de la enseñanza básica y media y señalará las normas objetivas, de general aplicación, que permitan al Estado velar por su cumplimiento. Dicha ley, del mismo modo, establecerá los requisitos para el reconocimiento oficial de los establecimientos educacionales de todo nivel;","Una ley orgánica constitucional establecerá los requisitos mínimos que deberán exigirse en cada uno de los niveles de la enseñanza básica y media y señalará las normas objetivas, de general aplicación, que permitan al Estado velar por su cumplimiento. Dicha ley, del mismo modo, establecerá los requisitos para el reconocimiento oficial de los establecimientos educacionales de todo nivel;",389,389
114,completa,0,"12º.- La libertad de emitir opinión y la de informar, sin censura previa, en cualquier forma y por cualquier medio, sin perjuicio de responder de los delitos y abusos que se cometan en el ejercicio de estas libertades, en conformidad a la ley, la que deberá ser de quórum calificado.","12º.- La libertad de emitir opinión y la de informar, sin censura previa, en cualquier forma y por cualquier medio, sin perjuicio de responder de los delitos y abusos que se cometan en el ejercicio de estas libertades, en conformidad a la ley, la que deberá ser de quórum calificado.",283,283
115,completa,0,La ley en ningún caso podrá establecer monopolio estatal sobre los medios de comunicación social.,La ley en ningún caso podrá establecer monopolio estatal sobre los medios de comunicación social.,97,97
116,completa,0,"Toda persona natural o jurídica ofendida o injustamente aludida por algún medio de comunicación social, tiene derecho a que su declaración o rectificación sea gratuitamente difundida, en las condiciones que la ley determine, por el medio de comunicación social en que esa información hubiera sido emitida.","Toda persona natural o jurídica ofendida o injustamente aludida por algún medio de comunicación social, tiene derecho a que su declaración o rectificación sea gratuitamente difundida, en las condiciones que la ley determine, por el medio de comunicación social en que esa información hubiera sido emitida.",305,305
