i,similitud,distancia,texto_origen,texto_destino,texto_origen_n,texto_destino_n
94,parecido,26,e) La libertad del imputado procederá a menos que la detención o prisión preventiva sea considerada por el juez como necesaria para las investigaciones o para la seguridad del ofendido o de la sociedad. La ley establecerá los requisitos y modalidades para obtenerla.,e) La libertad provisional procederá a menos que la detención o la prisión preventiva sea considerada por el juez como necesaria para las investigaciones del sumario o para la seguridad del ofendido o de la sociedad. La ley establecerá los requisitos y modalidades para obtenerla;,266,280
95,no_hay_parecido,302,"La apelación de la resolución que se pronuncie sobre la libertad del imputado por los delitos a que se refiere el artículo 9°, será conocida por el tribunal superior que corresponda, integrado exclusivamente por miembros titulares. La resolución que la apruebe u otorgue requerirá ser acordada por unanimidad. Mientras dure la libertad, el imputado quedará siempre sometido a las medidas de vigilancia de la autoridad que la ley contemple;","Artículo 44.- Para ser elegido diputado se requiere ser ciudadano con derecho a sufragio, tener cumplidos veintiún años de edad, haber cursado la Enseñanza Media o equivalente y tener residencia en la región a que pertenezca el distrito electoral correspondiente durante un plazo no inferior a tres años, contado hacia atrás desde el día de la elección.",439,353
96,parecido,13,"f) En las causas criminales no se podrá obligar al imputado o acusado a que declare bajo juramento sobre hecho propio; tampoco podrán ser obligados a declarar en contra de éste sus ascendientes, descendientes, cónyuge y demás personas que, según los casos y circunstancias, señale la ley;","f) En las causas criminales no se podrá obligar al inculpado a que declare bajo juramento sobre hecho propio; tampoco podrán ser obligados a declarar en contra de éste sus ascendientes, descendientes, cónyuge y demás personas que, según los casos y circunstancias, señale la ley;",288,279
97,completa,0,"g) No podrá imponerse la pena de confiscación de bienes, sin perjuicio del comiso en los casos establecidos por las leyes; pero dicha pena será procedente respecto de las asociaciones ilícitas;","g) No podrá imponerse la pena de confiscación de bienes, sin perjuicio del comiso en los casos establecidos por las leyes; pero dicha pena será procedente respecto de las asociaciones ilícitas;",193,193
98,completa,0,"h) No podrá aplicarse como sanción la pérdida de los derechos previsionales, e","h) No podrá aplicarse como sanción la pérdida de los derechos previsionales, e",78,78
99,completa,0,"i) Una vez dictado sobreseimiento definitivo o sentencia absolutoria, el que hubiere sido sometido a proceso o condenado en cualquier instancia por resolución que la Corte Suprema declare injustificadamente errónea o arbitraria, tendrá derecho a ser indemnizado por el Estado de los perjuicios patrimoniales y morales que haya sufrido. La indemnización será determinada judicialmente en procedimiento breve y sumario y en él la prueba se apreciará en conciencia;","i) Una vez dictado sobreseimiento definitivo o sentencia absolutoria, el que hubiere sido sometido a proceso o condenado en cualquier instancia por resolución que la Corte Suprema declare injustificadamente errónea o arbitraria, tendrá derecho a ser indemnizado por el Estado de los perjuicios patrimoniales y morales que haya sufrido. La indemnización será determinada judicialmente en procedimiento breve y sumario y en él la prueba se apreciará en conciencia;",462,462
100,completa,0,8º.- El derecho a vivir en un medio ambiente libre de contaminación. Es deber del Estado velar para que este derecho no sea afectado y tutelar la preservación de la naturaleza.,8º.- El derecho a vivir en un medio ambiente libre de contaminación. Es deber del Estado velar para que este derecho no sea afectado y tutelar la preservación de la naturaleza.,176,176
101,completa,0,La ley podrá establecer restricciones específicas al ejercicio de determinados derechos o libertades para proteger el medio ambiente;,La ley podrá establecer restricciones específicas al ejercicio de determinados derechos o libertades para proteger el medio ambiente;,133,133
102,completa,0,9º.- El derecho a la protección de la salud.,9º.- El derecho a la protección de la salud.,44,44
103,no_hay_parecido,97,"El Estado protege el libre e igualitario acceso a las acciones de promoción, protección y recuperación de la salud y de rehabilitación del individuo.","El Estado protege el libre e igualitario acceso a las acciones de promoción, protección y recuperación de la salud y de rehabilitación del individuo. Le corresponderá, asimismo, la coordinación y control de las acciones relacionadas con la salud.",149,246
104,no_hay_parecido,67,"Le corresponderá, asimismo, la coordinación y control de las acciones relacionadas con la salud.",La acusación se tramitara en conformidad a la ley orgánica constitucional relativa al Congreso.,96,95
105,completa,0,"Es deber preferente del Estado garantizar la ejecución de las acciones de salud, sea que se presten a través de instituciones públicas o privadas, en la forma y condiciones que determine la ley, la que podrá establecer cotizaciones obligatorias.","Es deber preferente del Estado garantizar la ejecución de las acciones de salud, sea que se presten a través de instituciones públicas o privadas, en la forma y condiciones que determine la ley, la que podrá establecer cotizaciones obligatorias.",245,245
106,completa,0,"Cada persona tendrá el derecho a elegir el sistema de salud al que desee acogerse, sea éste estatal o privado;","Cada persona tendrá el derecho a elegir el sistema de salud al que desee acogerse, sea éste estatal o privado;",110,110
107,completa,0,10º.- El derecho a la educación.,10º.- El derecho a la educación.,32,32
108,completa,0,La educación tiene por objeto el pleno desarrollo de la persona en las distintas etapas de su vida.,La educación tiene por objeto el pleno desarrollo de la persona en las distintas etapas de su vida.,99,99
109,completa,0,Los padres tienen el derecho preferente y el deber de educar a sus hijos. Corresponderá al Estado otorgar especial protección al ejercicio de este derecho.,Los padres tienen el derecho preferente y el deber de educar a sus hijos. Corresponderá al Estado otorgar especial protección al ejercicio de este derecho.,155,155
110,no_hay_parecido,192,"Para el Estado es obligatorio promover la educación parvularia, para lo que financiará un sistema gratuito a partir del nivel medio menor, destinado a asegurar el acceso a éste y sus niveles superiores. El segundo nivel de transición es obligatorio, siendo requisito para el ingreso a la educación básica.","La educación básica es obligatoria, debiendo el Estado financiar un sistema gratuito con tal objeto, destinado a asegurar el acceso a ella de toda la población.",305,160
111,no_hay_parecido,144,"La educación básica y la educación media son obligatorias, debiendo el Estado financiar un sistema gratuito con tal objeto, destinado a asegurar el acceso a ellas de toda la población. En el caso de la educación media este sistema, en conformidad a la ley, se extenderá hasta cumplir los 21 años de edad.","La educación básica es obligatoria, debiendo el Estado financiar un sistema gratuito con tal objeto, destinado a asegurar el acceso a ella de toda la población.",304,160
112,completa,0,"Corresponderá al Estado, asimismo, fomentar el desarrollo de la educación en todos sus niveles; estimular la investigación científica y tecnológica, la creación artística y la protección e incremento del patrimonio cultural de la Nación.","Corresponderá al Estado, asimismo, fomentar el desarrollo de la educación en todos sus niveles; estimular la investigación científica y tecnológica, la creación artística y la protección e incremento del patrimonio cultural de la Nación.",237,237
113,casi_completa,1,Es deber de la comunidad contribuir al desarrollo y perfeccionamiento de la educación;,Es deber de la comunidad contribuir al desarrollo y perfeccionamiento de la educación.,86,86
114,completa,0,"11º.- La libertad de enseñanza incluye el derecho de abrir, organizar y mantener establecimientos educacionales.","11º.- La libertad de enseñanza incluye el derecho de abrir, organizar y mantener establecimientos educacionales.",112,112
115,completa,0,"La libertad de enseñanza no tiene otras limitaciones que las impuestas por la moral, las buenas costumbres, el orden público y la seguridad nacional.","La libertad de enseñanza no tiene otras limitaciones que las impuestas por la moral, las buenas costumbres, el orden público y la seguridad nacional.",149,149
116,completa,0,La enseñanza reconocida oficialmente no podrá orientarse a propagar tendencia político partidista alguna.,La enseñanza reconocida oficialmente no podrá orientarse a propagar tendencia político partidista alguna.,105,105
117,completa,0,Los padres tienen el derecho de escoger el establecimiento de enseñanza para sus hijos.,Los padres tienen el derecho de escoger el establecimiento de enseñanza para sus hijos.,87,87
